Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
YMCA,Hollister,4847,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,351 Tres Pinos Rd,351 Tres Pinos Rd,Hollister,95023,36.8396371,-121.3961185,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
Cerre Vista Elementary,Hollister,4848,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,2151 Cerra Vista Dr.,2151 Cerra Vista Dr.,Hollister,95023,36.8289482,-121.373432,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
Ladd Lane Elementary,Hollister,4849,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,161 Ladd Lane,161 Ladd Lane,Hollister,95023,36.8289101,-121.3932232,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
M. Maze Middle,Hollister,4850,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,900 Meridian St,900 Meridian St,Hollister,95023,36.8528284,-121.3849622,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
R.O. Hardin Elementary,Hollister,4851,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,881 Line St,881 Line St,Hollister,95023,36.8482599,-121.4125194,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
Rancho San Justo MS,Hollister,4852,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,1201 Rancho Dr,1201 Rancho Dr,Hollister,95023,36.841338,-121.3968,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
Sunnyslope Elementary,Hollister,4853,Pick up in the bus lane of each school.,,Recoger en el carril del autobus de cada escuela.,1475 Memorial Dr,1475 Memorial Dr,Hollister,95023,36.8397666,-121.3831098,http://www.schoolnutritionandfitness.com/index.php?sid=2801091649178438&page=menus&sm=9&sy=2020#clicktoscroll,,Open,,In person,Free,School Meals,(831) 630-6300,Hollister Unified: All Schools,Monday,10:00 am,7:00 pm,,,,,,,,"Breakfast,Lunch,Supper",All Children,,10/15/2020,Aidan,Aidan Lee,Vetted,10/16/2020 12:35am,Aidan Lee,
A.P. Giannini High School,San Francisco Unified,4854,"Every Wednesday, a bag of 5 days' worth of meals (including breakfast, lunch, fresh fruits and vegetables, and milk) is available. Free meals are now available to all students. Our meal sites serve SFUSD students and their siblings only. Adults can continue to pick up meals for children.
To pick up meals for SFUSD students, please provide: 
1. Barcode for meal account (printed or on your smartphone) OR
2. one of the following: student ID card, meal account pin number, direct certification letter, eligibility letter, or 20-21 school placement letter.
To pick up meals for siblings not enrolled in SFUSD, please provide the following: 1. School-age children: school enrollment letter or student ID card 2. Younger children: birthdate to receive a grab and go card at meal site. ",,"Todos los miércoles, se puede recoger una bolsa de alimentos para 5 días (que incluyen desayuno, almuerzo, frutas y verduras frescas y leche). Las comidas gratuitas están disponibles para todos los estudiantes. Nuestros sitios de comidas sirven solo a los estudiantes del SFUSD y a sus hermanos. Los adultos pueden seguir recogiendo las comidas de los niños.
Para recoger las comidas para los estudiantes del SFUSD, proporcione:
el código de barras para la cuenta de comida (imprimido o en su celular) o uno de los siguientes: tarjeta de identificación de estudiante, número de identificación de la cuenta de comida, carta de certificación directa, carta de elegibilidad o carta de ubicación escolar 20-21.
Para recoger comidas para hermanos que no están inscritos en SFUSD, por favor proporcione lo siguiente: 1. Niños en edad escolar: carta de inscripción escolar o tarjeta de identificación de estudiante  2. Niños más pequeños: fecha de nacimiento para recibir una tarjeta para llevar en el sitio de comidas.",3151 Ortega St,3151 Ortega St,San Francisco,94122,37.7503835,-122.4966694,https://www.sfusd.edu/services/health-wellness/nutrition-school-meals,SchoolLunch@sfusd.edu,Open,,In person,Free,School Meals,(415) 749-3604,A.P. Giannini High School,Wednesday,10:30 AM,12:00 PM,,,,,,,,"Breakfast,Lunch,Snack,Supper",All Children,San Francisco,10/16/2020,Aidan,Aidan Lee,Vetted,10/16/2020 2:00am,Aidan Lee,
Bret Harte Elementary School,San Francisco Unified,4855,"Every Wednesday, a bag of 5 days' worth of meals (including breakfast, lunch, supper, fresh fruits and vegetables, and milk) is available. Free meals are now available to all students. Our meal sites serve SFUSD students and their siblings only. Adults can continue to pick up meals for children.
To pick up meals for SFUSD students, please provide: 
1. Barcode for meal account (printed or on your smartphone) OR
2. one of the following: student ID card, meal account pin number, direct certification letter, eligibility letter, or 20-21 school placement letter.
To pick up meals for siblings not enrolled in SFUSD, please provide the following: 1. School-age children: school enrollment letter or student ID card OR 2. Younger children: birthdate to receive a grab and go card at meal site. ",,"Todos los miércoles, se puede recoger una bolsa de alimentos para 5 días (que incluyen desayuno, almuerzo, cena, frutas y verduras frescas y leche). Las comidas gratuitas están disponibles para todos los estudiantes. Nuestros sitios de comidas sirven solo a los estudiantes del SFUSD y a sus hermanos. Los adultos pueden seguir recogiendo las comidas de los niños.
Para recoger las comidas para los estudiantes del SFUSD, proporcione:
el código de barras para la cuenta de comida (imprimido o en su celular) o uno de los siguientes: tarjeta de identificación de estudiante, número de identificación de la cuenta de comida, carta de certificación directa, carta de elegibilidad o carta de ubicación escolar 20-21.
Para recoger comidas para hermanos que no están inscritos en SFUSD, por favor proporcione lo siguiente: 1. Niños en edad escolar: carta de inscripción escolar o tarjeta de identificación de estudiante  2. Niños más pequeños: fecha de nacimiento para recibir una tarjeta para llevar en el sitio de comidas.",1035 Gilman Ave,1035 Gilman Ave,San Francisco,94134,37.7185708,-122.3889104,https://www.sfusd.edu/services/health-wellness/nutrition-school-meals,SchoolLunch@sfusd.edu,Open,,In person,Free,School Meals,(415) 749-3604,Bret Harte Elementary School,Wednesday,10:30 AM,12:30 PM,,,,,,,,"Breakfast,Lunch,Snack,Supper",All Children,San Francisco,10/16/2020,Aidan,Aidan Lee,Vetted,10/16/2020 2:00am,Aidan Lee,
Brown Middle School,San Francisco Unified,4856,"Every Wednesday, a bag of 5 days' worth of meals (including breakfast, lunch, supper, fresh fruits and vegetables, and milk) is available. Free meals are now available to all students. Our meal sites serve SFUSD students and their siblings only. Adults can continue to pick up meals for children.
To pick up meals for SFUSD students, please provide: 
1. Barcode for meal account (printed or on your smartphone) OR
2. one of the following: student ID card, meal account pin number, direct certification letter, eligibility letter, or 20-21 school placement letter.
To pick up meals for siblings not enrolled in SFUSD, please provide the following: 1. School-age children: school enrollment letter or student ID card OR 2. Younger children: birthdate to receive a grab and go card at meal site. ",,"Todos los miércoles, se puede recoger una bolsa de alimentos para 5 días (que incluyen desayuno, almuerzo, cena, frutas y verduras frescas y leche). Las comidas gratuitas están disponibles para todos los estudiantes. Nuestros sitios de comidas sirven solo a los estudiantes del SFUSD y a sus hermanos. Los adultos pueden seguir recogiendo las comidas de los niños.
Para recoger las comidas para los estudiantes del SFUSD, proporcione:
el código de barras para la cuenta de comida (imprimido o en su celular) o uno de los siguientes: tarjeta de identificación de estudiante, número de identificación de la cuenta de comida, carta de certificación directa, carta de elegibilidad o carta de ubicación escolar 20-21.
Para recoger comidas para hermanos que no están inscritos en SFUSD, por favor proporcione lo siguiente: 1. Niños en edad escolar: carta de inscripción escolar o tarjeta de identificación de estudiante  2. Niños más pequeños: fecha de nacimiento para recibir una tarjeta para llevar en el sitio de comidas.",2055 Silver Ave.,2055 Silver Ave.,San Francisco,94124,37.7359127,-122.3998579,https://www.sfusd.edu/services/health-wellness/nutrition-school-meals,SchoolLunch@sfusd.edu,Open,,In person,Free,School Meals,(415) 749-3604,Brown Middle School,Wednesday,10:30 AM,12:30 PM,,,,,,,,"Breakfast,Lunch,Snack,Supper",Only Students Enrolled in District,San Francisco,10/5/2020,Alvin,Alvin Lee,Vetted,10/5/2020 7:08pm,Alvin Lee,
Carmichael K-8,San Francisco Unified,4857,"Every Wednesday, a bag of 5 days' worth of meals (including breakfast, lunch, supper, fresh fruits and vegetables, and milk) is available. Free meals are now available to all students. Our meal sites serve SFUSD students and their siblings only. Adults can continue to pick up meals for children.
To pick up meals for SFUSD students, please provide: 
1. Barcode for meal account (printed or on your smartphone) OR
2. one of the following: student ID card, meal account pin number, direct certification letter, eligibility letter, or 20-21 school placement letter.
To pick up meals for siblings not enrolled in SFUSD, please provide the following: 1. School-age children: school enrollment letter or student ID card OR 2. Younger children: birthdate to receive a grab and go card at meal site. ",,"Todos los miércoles, se puede recoger una bolsa de alimentos para 5 días (que incluyen desayuno, almuerzo, cena, frutas y verduras frescas y leche). Las comidas gratuitas están disponibles para todos los estudiantes. Nuestros sitios de comidas sirven solo a los estudiantes del SFUSD y a sus hermanos. Los adultos pueden seguir recogiendo las comidas de los niños.
Para recoger las comidas para los estudiantes del SFUSD, proporcione:
el código de barras para la cuenta de comida (imprimido o en su celular) o uno de los siguientes: tarjeta de identificación de estudiante, número de identificación de la cuenta de comida, carta de certificación directa, carta de elegibilidad o carta de ubicación escolar 20-21.
Para recoger comidas para hermanos que no están inscritos en SFUSD, por favor proporcione lo siguiente: 1. Niños en edad escolar: carta de inscripción escolar o tarjeta de identificación de estudiante  2. Niños más pequeños: fecha de nacimiento para recibir una tarjeta para llevar en el sitio de comidas.",375 7th St,375 7th St,San Francisco,94103,37.7764545,-122.4066773,https://www.sfusd.edu/services/health-wellness/nutrition-school-meals,SchoolLunch@sfusd.edu,Open,,In person,Free,School Meals,(415) 749-3604,Carmichael K-8,Wednesday,10:30 AM,12:00 PM,,,,,,,,"Breakfast,Lunch,Snack,Supper",Only Students Enrolled in District,San Francisco,10/5/2020,Alvin,Alvin Lee,Vetted,10/5/2020 7:08pm,Alvin Lee,
